sample	sex	biosample	population	population_name	superpopulation	superpopulation_name
NA19160	male	SAME123758	YRI	Yoruba	AFR	African Ancestry
NA12283	female	SAME124639	CEU	CEPH	EUR	European Ancestry
NA19172	female	SAME124420	YRI	Yoruba	AFR	African Ancestry
NA12341	female	SAME125158	CEU	CEPH	EUR	European Ancestry
NA19177	male	SAME124417	YRI	Yoruba	AFR	African Ancestry
NA12485	male	SAME125360	CEU	CEPH	EUR	European Ancestry
NA19184	male	SAME123859	YRI	Yoruba	AFR	African Ancestry
NA12707	male	SAME124080	CEU	CEPH	EUR	European Ancestry
NA19189	male	SAME123869	YRI	Yoruba	AFR	African Ancestry
NA12740	female	SAME124822	CEU	CEPH	EUR	European Ancestry
NA19191	male	SAME124042	YRI	Yoruba	AFR	African Ancestry
NA07051	male	SAME124378	CEU	CEPH	EUR	European Ancestry
NA19312	male	SAME123315	LWK	Luhya	AFR	African Ancestry
NA07056	female	SAME124375	CEU	CEPH	EUR	European Ancestry
NA19317	male	SAME123312	LWK	Luhya	AFR	African Ancestry
NA07347	male	SAME123572	CEU	CEPH	EUR	European Ancestry
NA19324	female	SAME123472	LWK	Luhya	AFR	African Ancestry
NA10838	male	SAME124550	CEU	CEPH	EUR	European Ancestry
NA19331	male	SAME123250	LWK	Luhya	AFR	African Ancestry
NA10840	female	SAME124756	CEU	CEPH	EUR	European Ancestry
NA19350	male	SAME122853	LWK	Luhya	AFR	African Ancestry
NA10845	male	SAME124759	CEU	CEPH	EUR	European Ancestry
NA19355	female	SAME124077	LWK	Luhya	AFR	African Ancestry
HG04222	male	SAME1839040	ITU	Telugu	SAS	South Asian Ancestry
NA19374	male	SAME125115	LWK	Luhya	AFR	African Ancestry
HG04227	female	SAME1839056	STU	Tamil	SAS	South Asian Ancestry
NA19379	female	SAME125092	LWK	Luhya	AFR	African Ancestry
HG04239	male	SAME1840281	ITU	Telugu	SAS	South Asian Ancestry
NA19381	female	SAME124275	LWK	Luhya	AFR	African Ancestry
NA06995	male	SAME123994	CEU	CEPH	EUR	European Ancestry
NA19393	male	SAME124496	LWK	Luhya	AFR	African Ancestry
NA07037	female	SAME122862	CEU	CEPH	EUR	European Ancestry
NA19398	female	SAME124497	LWK	Luhya	AFR	African Ancestry
NA18863	male	SAME124907	YRI	Yoruba	AFR	African Ancestry
NA19401	female	SAME123634	LWK	Luhya	AFR	African Ancestry
NA18868	male	SAME124910	YRI	Yoruba	AFR	African Ancestry
NA19432	female	SAME123855	LWK	Luhya	AFR	African Ancestry
NA18870	female	SAME125101	YRI	Yoruba	AFR	African Ancestry
NA19437	female	SAME123851	LWK	Luhya	AFR	African Ancestry
NA18875	female	SAME123545	YRI	Yoruba	AFR	African Ancestry
NA19444	male	SAME122947	LWK	Luhya	AFR	African Ancestry
NA18907	female	SAME123563	YRI	Yoruba	AFR	African Ancestry
NA19449	female	SAME122946	LWK	Luhya	AFR	African Ancestry
NA18914	male	SAME123406	YRI	Yoruba	AFR	African Ancestry
NA19451	male	SAME125415	LWK	Luhya	AFR	African Ancestry
NA19140	female	SAME124608	YRI	Yoruba	AFR	African Ancestry
NA19456	female	SAME125410	LWK	Luhya	AFR	African Ancestry
NA19145	male	SAME123372	YRI	Yoruba	AFR	African Ancestry
NA19463	female	SAME123297	LWK	Luhya	AFR	African Ancestry
NA19152	female	SAME123017	YRI	Yoruba	AFR	African Ancestry
NA19468	female	SAME123299	LWK	Luhya	AFR	African Ancestry
NA19171	male	SAME124419	YRI	Yoruba	AFR	African Ancestry
NA19470	female	SAME123118	LWK	Luhya	AFR	African Ancestry
NA19176	female	SAME124416	YRI	Yoruba	AFR	African Ancestry
NA19475	female	SAME123121	LWK	Luhya	AFR	African Ancestry
NA19190	female	SAME124041	YRI	Yoruba	AFR	African Ancestry
NA19653	female	SAME123125	MXL	Mexican Ancestry	AMR	American Ancestry
NA19195	male	SAME125310	YRI	Yoruba	AFR	African Ancestry
NA19658	male	SAME123132	MXL	Mexican Ancestry	AMR	American Ancestry
NA19203	male	SAME122988	YRI	Yoruba	AFR	African Ancestry
NA19660	female	SAME122958	MXL	Mexican Ancestry	AMR	American Ancestry
NA19208	male	SAME122993	YRI	Yoruba	AFR	African Ancestry
NA19665	female	SAME122956	MXL	Mexican Ancestry	AMR	American Ancestry
NA19210	male	SAME125383	YRI	Yoruba	AFR	African Ancestry
NA19672	female	SAME122793	MXL	Mexican Ancestry	AMR	American Ancestry
NA19215	female	SAME125385	YRI	Yoruba	AFR	African Ancestry
NA19742	male	SAME123504	MXL	Mexican Ancestry	AMR	American Ancestry
NA19222	female	SAME124147	YRI	Yoruba	AFR	African Ancestry
NA19747	male	SAME123501	MXL	Mexican Ancestry	AMR	American Ancestry
NA19239	male	SAME125081	YRI	Yoruba	AFR	African Ancestry
NA19754	female	SAME123694	MXL	Mexican Ancestry	AMR	American Ancestry
NA19258	male	SAME125045	YRI	Yoruba	AFR	African Ancestry
NA19759	male	SAME123707	MXL	Mexican Ancestry	AMR	American Ancestry
NA19309	male	SAME124984	LWK	Luhya	AFR	African Ancestry
NA19761	female	SAME123894	MXL	Mexican Ancestry	AMR	American Ancestry
NA19311	male	SAME123452	LWK	Luhya	AFR	African Ancestry
NA19766	female	SAME123899	MXL	Mexican Ancestry	AMR	American Ancestry
NA19316	female	SAME123311	LWK	Luhya	AFR	African Ancestry
NA19773	female	SAME124067	MXL	Mexican Ancestry	AMR	American Ancestry
NA19323	female	SAME123471	LWK	Luhya	AFR	African Ancestry
NA19778	male	SAME124060	MXL	Mexican Ancestry	AMR	American Ancestry
NA19328	female	SAME123463	LWK	Luhya	AFR	African Ancestry
NA19780	male	SAME123147	MXL	Mexican Ancestry	AMR	American Ancestry
NA19347	male	SAME124340	LWK	Luhya	AFR	African Ancestry
NA19785	female	SAME123150	MXL	Mexican Ancestry	AMR	American Ancestry
NA19359	male	SAME125093	LWK	Luhya	AFR	African Ancestry
NA19792	male	SAME123327	MXL	Mexican Ancestry	AMR	American Ancestry
NA19373	male	SAME124706	LWK	Luhya	AFR	African Ancestry
NA19797	female	SAME123331	MXL	Mexican Ancestry	AMR	American Ancestry
NA19378	female	SAME125091	LWK	Luhya	AFR	African Ancestry
NA19836	female	SAME125031	ASW	African Ancestry SW	AFR	African Ancestry
NA19380	male	SAME124276	LWK	Luhya	AFR	African Ancestry
NA19901	female	SAME125049	ASW	African Ancestry SW	AFR	African Ancestry
NA19385	male	SAME124271	LWK	Luhya	AFR	African Ancestry
NA19913	female	SAME124432	ASW	African Ancestry SW	AFR	African Ancestry
NA19397	male	SAME124492	LWK	Luhya	AFR	African Ancestry
NA19918	male	SAME125275	ASW	African Ancestry SW	AFR	African Ancestry
NA19429	male	SAME124037	LWK	Luhya	AFR	African Ancestry
NA19920	male	SAME124713	ASW	African Ancestry SW	AFR	African Ancestry
NA19431	female	SAME123853	LWK	Luhya	AFR	African Ancestry
NA19982	male	SAME124293	ASW	African Ancestry SW	AFR	African Ancestry
NA19436	female	SAME123852	LWK	Luhya	AFR	African Ancestry
NA20129	female	SAME122886	ASW	African Ancestry SW	AFR	African Ancestry
NA19443	male	SAME122954	LWK	Luhya	AFR	African Ancestry
NA20282	female	SAME124583	ASW	African Ancestry SW	AFR	African Ancestry
NA19448	male	SAME122945	LWK	Luhya	AFR	African Ancestry
NA19677	female	SAME122789	MXL	Mexican Ancestry	AMR	American Ancestry
NA19455	male	SAME125411	LWK	Luhya	AFR	African Ancestry
NA19684	female	SAME122941	MXL	Mexican Ancestry	AMR	American Ancestry
NA19462	female	SAME123296	LWK	Luhya	AFR	African Ancestry
NA19704	female	SAME124236	ASW	African Ancestry SW	AFR	African Ancestry
NA19467	female	SAME123295	LWK	Luhya	AFR	African Ancestry
NA19711	male	SAME124446	ASW	African Ancestry SW	AFR	African Ancestry
NA19474	female	SAME123122	LWK	Luhya	AFR	African Ancestry
NA19716	female	SAME124450	MXL	Mexican Ancestry	AMR	American Ancestry
NA19652	male	SAME124978	MXL	Mexican Ancestry	AMR	American Ancestry
NA19723	male	SAME124695	MXL	Mexican Ancestry	AMR	American Ancestry
NA19657	female	SAME123129	MXL	Mexican Ancestry	AMR	American Ancestry
NA19728	female	SAME124702	MXL	Mexican Ancestry	AMR	American Ancestry
NA19664	male	SAME122955	MXL	Mexican Ancestry	AMR	American Ancestry
NA19730	female	SAME124869	MXL	Mexican Ancestry	AMR	American Ancestry
NA19669	female	SAME123903	MXL	Mexican Ancestry	AMR	American Ancestry
NA19735	male	SAME124874	MXL	Mexican Ancestry	AMR	American Ancestry
NA19671	female	SAME122794	MXL	Mexican Ancestry	AMR	American Ancestry
NA19196	female	SAME124043	YRI	Yoruba	AFR	African Ancestry
NA19676	male	SAME122790	MXL	Mexican Ancestry	AMR	American Ancestry
NA19204	female	SAME122985	YRI	Yoruba	AFR	African Ancestry
NA19020	male	SAME124855	LWK	Luhya	AFR	African Ancestry
NA19209	female	SAME122994	YRI	Yoruba	AFR	African Ancestry
NA19025	male	SAME124852	LWK	Luhya	AFR	African Ancestry
NA19211	male	SAME125382	YRI	Yoruba	AFR	African Ancestry
NA19037	female	SAME124665	LWK	Luhya	AFR	African Ancestry
NA19223	male	SAME125223	YRI	Yoruba	AFR	African Ancestry
NA19044	male	SAME125244	LWK	Luhya	AFR	African Ancestry
NA19235	female	SAME125002	YRI	Yoruba	AFR	African Ancestry
NA19056	male	SAME125026	JPT	Japanese	EAS	East Asian Ancestry
NA19247	female	SAME123691	YRI	Yoruba	AFR	African Ancestry
NA19063	male	SAME123006	JPT	Japanese	EAS	East Asian Ancestry
NA19254	female	SAME123494	YRI	Yoruba	AFR	African Ancestry
NA19068	male	SAME123012	JPT	Japanese	EAS	East Asian Ancestry
NA19038	female	SAME124668	LWK	Luhya	AFR	African Ancestry
NA19070	male	SAME122820	JPT	Japanese	EAS	East Asian Ancestry
NA19057	female	SAME125025	JPT	Japanese	EAS	East Asian Ancestry
NA19075	male	SAME122816	JPT	Japanese	EAS	East Asian Ancestry
NA19064	female	SAME123010	JPT	Japanese	EAS	East Asian Ancestry
NA19082	male	SAME123370	JPT	Japanese	EAS	East Asian Ancestry
NA19076	male	SAME122819	JPT	Japanese	EAS	East Asian Ancestry
NA19087	female	SAME123367	JPT	Japanese	EAS	East Asian Ancestry
NA19083	male	SAME123371	JPT	Japanese	EAS	East Asian Ancestry
NA19828	male	SAME125246	ASW	African Ancestry SW	AFR	African Ancestry
NA19088	male	SAME123360	JPT	Japanese	EAS	East Asian Ancestry
NA19835	female	SAME125029	ASW	African Ancestry SW	AFR	African Ancestry
NA19090	female	SAME123175	JPT	Japanese	EAS	East Asian Ancestry
NA19900	male	SAME125050	ASW	African Ancestry SW	AFR	African Ancestry
NA19095	female	SAME123170	YRI	Yoruba	AFR	African Ancestry
NA19905	female	SAME125046	ASW	African Ancestry SW	AFR	African Ancestry
NA20287	female	SAME124580	ASW	African Ancestry SW	AFR	African Ancestry
NA19917	female	SAME125272	ASW	African Ancestry SW	AFR	African Ancestry
NA20294	female	SAME124776	ASW	African Ancestry SW	AFR	African Ancestry
NA19924	female	SAME124714	ASW	African Ancestry SW	AFR	African Ancestry
NA20299	female	SAME124381	ASW	African Ancestry SW	AFR	African Ancestry
NA20128	female	SAME122887	ASW	African Ancestry SW	AFR	African Ancestry
NA20302	male	SAME123601	ASW	African Ancestry SW	AFR	African Ancestry
NA20274	female	SAME123615	ASW	African Ancestry SW	AFR	African Ancestry
NA20314	female	SAME125304	ASW	African Ancestry SW	AFR	African Ancestry
NA20279	male	SAME123616	ASW	African Ancestry SW	AFR	African Ancestry
NA20319	female	SAME123803	ASW	African Ancestry SW	AFR	African Ancestry
NA20281	male	SAME124584	ASW	African Ancestry SW	AFR	African Ancestry
NA20321	female	SAME123996	ASW	African Ancestry SW	AFR	African Ancestry
NA19746	female	SAME123502	MXL	Mexican Ancestry	AMR	American Ancestry
NA20333	female	SAME124199	ASW	African Ancestry SW	AFR	African Ancestry
NA19753	male	SAME123701	MXL	Mexican Ancestry	AMR	American Ancestry
NA20340	male	SAME124400	ASW	African Ancestry SW	AFR	African Ancestry
NA19758	female	SAME123706	MXL	Mexican Ancestry	AMR	American Ancestry
NA20787	male	SAME123609	TSI	Toscani	EUR	European Ancestry
NA19760	female	SAME123895	MXL	Mexican Ancestry	AMR	American Ancestry
NA20799	female	SAME123822	TSI	Toscani	EUR	European Ancestry
NA19772	male	SAME124066	MXL	Mexican Ancestry	AMR	American Ancestry
NA20802	female	SAME125366	TSI	Toscani	EUR	European Ancestry
NA19777	male	SAME124063	MXL	Mexican Ancestry	AMR	American Ancestry
NA20807	female	SAME125363	TSI	Toscani	EUR	European Ancestry
NA19784	male	SAME123151	MXL	Mexican Ancestry	AMR	American Ancestry
NA20814	male	SAME125188	TSI	Toscani	EUR	European Ancestry
NA19789	male	SAME123152	MXL	Mexican Ancestry	AMR	American Ancestry
NA20819	female	SAME125183	TSI	Toscani	EUR	European Ancestry
NA19796	male	SAME123330	MXL	Mexican Ancestry	AMR	American Ancestry
NA20821	female	SAME123075	TSI	Toscani	EUR	European Ancestry
NA19094	female	SAME123171	YRI	Yoruba	AFR	African Ancestry
NA20826	female	SAME123070	TSI	Toscani	EUR	European Ancestry
NA19099	female	SAME125240	YRI	Yoruba	AFR	African Ancestry
NA20845	male	SAME123430	GIH	Gujarati	SAS	South Asian Ancestry
NA19102	female	SAME125112	YRI	Yoruba	AFR	African Ancestry
NA20852	male	SAME123244	GIH	Gujarati	SAS	South Asian Ancestry
NA19107	male	SAME123393	YRI	Yoruba	AFR	African Ancestry
NA20345	male	SAME124403	ASW	African Ancestry SW	AFR	African Ancestry
NA19114	female	SAME122953	YRI	Yoruba	AFR	African Ancestry
NA20357	female	SAME124599	ASW	African Ancestry SW	AFR	African Ancestry
NA19119	male	SAME122944	YRI	Yoruba	AFR	African Ancestry
NA20364	female	SAME124784	ASW	African Ancestry SW	AFR	African Ancestry
NA19121	male	SAME125015	YRI	Yoruba	AFR	African Ancestry
NA20504	female	SAME124360	TSI	Toscani	EUR	European Ancestry
NA19138	male	SAME125236	YRI	Yoruba	AFR	African Ancestry
NA20509	male	SAME124354	TSI	Toscani	EUR	European Ancestry
NA19683	female	SAME122936	MXL	Mexican Ancestry	AMR	American Ancestry
NA20511	male	SAME124563	TSI	Toscani	EUR	European Ancestry
NA19703	male	SAME124230	ASW	African Ancestry SW	AFR	African Ancestry
NA20516	male	SAME124556	TSI	Toscani	EUR	European Ancestry
NA19708	female	SAME124229	ASW	African Ancestry SW	AFR	African Ancestry
NA20528	male	SAME124012	TSI	Toscani	EUR	European Ancestry
NA19722	female	SAME124696	MXL	Mexican Ancestry	AMR	American Ancestry
NA20530	female	SAME124169	TSI	Toscani	EUR	European Ancestry
NA19727	male	SAME123639	MXL	Mexican Ancestry	AMR	American Ancestry
NA20535	female	SAME124166	TSI	Toscani	EUR	European Ancestry
NA19734	female	SAME124873	MXL	Mexican Ancestry	AMR	American Ancestry
NA20542	female	SAME125150	TSI	Toscani	EUR	European Ancestry
NA19741	male	SAME124718	MXL	Mexican Ancestry	AMR	American Ancestry
NA20585	female	SAME122861	TSI	Toscani	EUR	European Ancestry
NA20298	male	SAME124382	ASW	African Ancestry SW	AFR	African Ancestry
NA20756	female	SAME124175	TSI	Toscani	EUR	European Ancestry
NA20301	female	SAME123602	ASW	African Ancestry SW	AFR	African Ancestry
NA20763	male	SAME124365	TSI	Toscani	EUR	European Ancestry
NA20313	female	SAME123811	ASW	African Ancestry SW	AFR	African Ancestry
NA20768	female	SAME124372	TSI	Toscani	EUR	European Ancestry
NA20318	male	SAME123802	ASW	African Ancestry SW	AFR	African Ancestry
NA20770	male	SAME124576	TSI	Toscani	EUR	European Ancestry
NA20320	female	SAME123997	ASW	African Ancestry SW	AFR	African Ancestry
NA20775	female	SAME124573	TSI	Toscani	EUR	European Ancestry
NA20332	female	SAME124198	ASW	African Ancestry SW	AFR	African Ancestry
NA20864	male	SAME123944	GIH	Gujarati	SAS	South Asian Ancestry
NA20337	female	SAME124195	ASW	African Ancestry SW	AFR	African Ancestry
NA20869	female	SAME123801	GIH	Gujarati	SAS	South Asian Ancestry
NA20344	female	SAME124404	ASW	African Ancestry SW	AFR	African Ancestry
NA20871	male	SAME123600	GIH	Gujarati	SAS	South Asian Ancestry
NA20349	male	SAME124406	ASW	African Ancestry SW	AFR	African Ancestry
NA20876	female	SAME123599	GIH	Gujarati	SAS	South Asian Ancestry
NA20351	male	SAME124596	ASW	African Ancestry SW	AFR	African Ancestry
NA20883	male	SAME123883	GIH	Gujarati	SAS	South Asian Ancestry
NA20356	male	SAME124598	ASW	African Ancestry SW	AFR	African Ancestry
NA20908	female	SAME123777	GIH	Gujarati	SAS	South Asian Ancestry
NA20363	female	SAME124787	ASW	African Ancestry SW	AFR	African Ancestry
NA20910	female	SAME123100	GIH	Gujarati	SAS	South Asian Ancestry
NA20414	female	SAME123988	ASW	African Ancestry SW	AFR	African Ancestry
NA21088	female	SAME123143	GIH	Gujarati	SAS	South Asian Ancestry
NA20503	female	SAME124357	TSI	Toscani	EUR	European Ancestry
NA21090	male	SAME123320	GIH	Gujarati	SAS	South Asian Ancestry
NA20508	female	SAME124355	TSI	Toscani	EUR	European Ancestry
NA21095	male	SAME123318	GIH	Gujarati	SAS	South Asian Ancestry
NA20510	male	SAME124562	TSI	Toscani	EUR	European Ancestry
NA20888	female	SAME125258	GIH	Gujarati	SAS	South Asian Ancestry
NA20515	male	SAME124559	TSI	Toscani	EUR	European Ancestry
NA20890	male	SAME123671	GIH	Gujarati	SAS	South Asian Ancestry
NA20522	female	SAME124017	TSI	Toscani	EUR	European Ancestry
NA20895	male	SAME123666	GIH	Gujarati	SAS	South Asian Ancestry
NA20786	female	SAME123610	TSI	Toscani	EUR	European Ancestry
NA20903	male	SAME122921	GIH	Gujarati	SAS	South Asian Ancestry
NA20798	male	SAME123821	TSI	Toscani	EUR	European Ancestry
SC_GMJOL5309930	female		GWJ	Gambian Jola	AFR	African Ancestry
NA20801	male	SAME125365	TSI	Toscani	EUR	European Ancestry
SC_GMJOL5309891	male		GWJ	Gambian Jola	AFR	African Ancestry
NA20806	male	SAME125362	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306370	male		GWF	Gambian Fula	AFR	African Ancestry
NA20813	female	SAME125189	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306426	female		GWF	Gambian Fula	AFR	African Ancestry
NA20818	female	SAME125184	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306421	male		GWF	Gambian Fula	AFR	African Ancestry
NA20832	female	SAME122894	TSI	Toscani	EUR	European Ancestry
NA21127	male	SAME124027	GIH	Gujarati	SAS	South Asian Ancestry
NA20849	female	SAME123433	GIH	Gujarati	SAS	South Asian Ancestry
NA21134	male	SAME123830	GIH	Gujarati	SAS	South Asian Ancestry
NA20851	female	SAME123245	GIH	Gujarati	SAS	South Asian Ancestry
NA21141	female	SAME125205	GIH	Gujarati	SAS	South Asian Ancestry
NA20856	female	SAME123247	GIH	Gujarati	SAS	South Asian Ancestry
NA21103	female	SAME124439	GIH	Gujarati	SAS	South Asian Ancestry
NA21126	male	SAME124026	GIH	Gujarati	SAS	South Asian Ancestry
NA21108	female	SAME124442	GIH	Gujarati	SAS	South Asian Ancestry
NA21133	male	SAME123831	GIH	Gujarati	SAS	South Asian Ancestry
NA21110	female	SAME124180	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5306338	female		GWF	Gambian Fula	AFR	African Ancestry
NA21115	male	SAME124183	GIH	Gujarati	SAS	South Asian Ancestry
NA20527	male	SAME124013	TSI	Toscani	EUR	European Ancestry
NA21122	female	SAME124030	GIH	Gujarati	SAS	South Asian Ancestry
NA20534	male	SAME124165	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5309730	male		GWF	Gambian Fula	AFR	African Ancestry
NA20539	male	SAME124164	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306382	female		GWF	Gambian Fula	AFR	African Ancestry
NA20541	female	SAME125147	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306351	male		GWF	Gambian Fula	AFR	African Ancestry
NA20589	female	SAME122865	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306375	male		GWF	Gambian Fula	AFR	African Ancestry
NA20755	male	SAME124174	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306399	male		GWF	Gambian Fula	AFR	African Ancestry
NA20762	male	SAME124744	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306407	female		GWF	Gambian Fula	AFR	African Ancestry
NA20767	male	SAME124369	TSI	Toscani	EUR	European Ancestry
SC_GMFUL5306344	male		GWF	Gambian Fula	AFR	African Ancestry
NA20774	female	SAME124572	TSI	Toscani	EUR	European Ancestry
SC_GMJOL5309911	female		GWJ	Gambian Jola	AFR	African Ancestry
NA21102	female	SAME124438	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309935	female		GWJ	Gambian Jola	AFR	African Ancestry
NA21107	male	SAME124435	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309959	female		GWJ	Gambian Jola	AFR	African Ancestry
NA21114	male	SAME124184	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309896	female		GWJ	Gambian Jola	AFR	African Ancestry
NA21119	male	SAME123584	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309904	male		GWJ	Gambian Jola	AFR	African Ancestry
NA21121	female	SAME123163	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309928	male		GWJ	Gambian Jola	AFR	African Ancestry
NA20863	male	SAME123805	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMWOF5428763	female		GWW	Gambian Wolof	AFR	African Ancestry
NA20868	female	SAME123800	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMWOF5428732	male		GWW	Gambian Wolof	AFR	African Ancestry
NA20870	male	SAME122839	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMWOF5428744	female		GWW	Gambian Wolof	AFR	African Ancestry
NA20875	female	SAME123596	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMWOF5428713	female		GWW	Gambian Wolof	AFR	African Ancestry
NA20882	female	SAME123882	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5306387	male		GWF	Gambian Fula	AFR	African Ancestry
NA20907	female	SAME122917	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5306419	male		GWF	Gambian Fula	AFR	African Ancestry
NA21087	male	SAME123138	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5306356	female		GWF	Gambian Fula	AFR	African Ancestry
NA21094	male	SAME123317	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5309773	female		GWF	Gambian Fula	AFR	African Ancestry
NA21099	male	SAME123325	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5309747	male		GWF	Gambian Fula	AFR	African Ancestry
NA20887	male	SAME123879	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5309716	female		GWF	Gambian Fula	AFR	African Ancestry
NA20894	female	SAME123667	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5306363	male		GWF	Gambian Fula	AFR	African Ancestry
NA20899	female	SAME123140	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMFUL5309709	male		GWF	Gambian Fula	AFR	African Ancestry
NA20902	female	SAME122922	GIH	Gujarati	SAS	South Asian Ancestry
SC_GMJOL5309980	female		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306410	male		GWF	Gambian Fula	AFR	African Ancestry
SC_GMJOL5309973	male		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306408	female		GWF	Gambian Fula	AFR	African Ancestry
SC_GMJOL5309942	male		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306395	male		GWF	Gambian Fula	AFR	African Ancestry
SC_GMJOL5309966	female		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306403	female		GWF	Gambian Fula	AFR	African Ancestry
SC_GMJOL5309860	female		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306427	female		GWF	Gambian Fula	AFR	African Ancestry
SC_GMJOL5309884	female		GWJ	Gambian Jola	AFR	African Ancestry
SC_GMFUL5306345	female		GWF	Gambian Fula	AFR	African Ancestry
SC_GMWOF5428770	female		GWW	Gambian Wolof	AFR	African Ancestry
SC_GMFUL5306340	female		GWF	Gambian Fula	AFR	African Ancestry
